company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
ShoutVox,shoutvox.com,https://www.linkedin.com/company/shoutvoxinc,,United States,22,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
AbelsonTaylor Group,linkedin.com,https://www.linkedin.com/company/abelson-taylor-group,Chicago,United States,286,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Techfem,techfem.com,https://www.linkedin.com/company/techfem,Fano,Italy,332,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
FCB Health Brazil,omc.com,https://www.linkedin.com/company/fcb-health-brazil,,United States,50,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Kantar Media FR,kantar.com,https://www.linkedin.com/company/kantar-media-fr,Courbevoie,France,85,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Engine,big-village.com,https://www.linkedin.com/company/engine-worldwide,New York,United States,1011,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
"The NEC, Birmingham",thenec.co.uk,https://www.linkedin.com/company/the-nec-birmingham,Birmingham,United Kingdom,128,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Food Matters Live,foodmatterslive.com,https://www.linkedin.com/company/food-matters-live,London,United Kingdom,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Empresa contenido,lowpost.com,https://www.linkedin.com/company/acontenido,Contenido,Spain,178,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Fiasco,fiasco.design,https://www.linkedin.com/company/fiasco-design,England,United Kingdom,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Sodexo Prestige Venues & Events,sodexo.com,https://www.linkedin.com/company/sodexo-prestige,London,United Kingdom,567,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Social Media Marketing,socialmediamarketing.co.uk,https://www.linkedin.com/company/social-media-marketing_2,,United States,3355,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
YouLynq.me,youlynq.me,https://www.linkedin.com/company/youlynq-me,Amsterdam,Netherlands,25,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
RB CoMsulting,rbcomsulting.com,https://www.linkedin.com/company/rbcomsulting,Murrieta,United States,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Verve | United Playgrounds,verveagency.com,https://www.linkedin.com/company/vervetheagency,Amsterdam,Netherlands,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Uzina,uzina.com,https://www.linkedin.com/company/uzina,lisboa,Portugal,129,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
