"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Ray","Naeini","Ray Naeini","CEO, Chairman","OnviSource","onvisource.com","https://www.linkedin.com/in/ray-naeini-b5a0b013","","CXO","blitz"
"Janice","Yu Edwards","Janice Yu Edwards","Chief Product Officer & Co-Founder","Onwards HR","onwardshr.com","https://www.linkedin.com/in/janice-yu-edwards-6859547","","CXO","blitz"
"Sarah J.","Rodehorst","Sarah J. Rodehorst","CEO & Co-Founder","Onwards HR","onwardshr.com","https://www.linkedin.com/in/sarahrodehorst","","CXO","blitz"
"Jared","Moran","Jared Moran","Head of Growth Lifecycle Marketing","onXmaps, Inc.","onxmaps.com","https://www.linkedin.com/in/jared-moran-2193b911","","Director","blitz"
"Shiva","N.","Shiva N.","Founder and CEO","Onymos","onymos.com","https://www.linkedin.com/in/shivaguru","","CXO","blitz"
"Matt","Crawford","Matt Crawford","President and CEO","Onyx Graphics, Inc.","onyxgfx.com","https://www.linkedin.com/in/mattcrawford1","","CXO","blitz"
"Martin","McLarnon","Martin McLarnon","VP Sales - North America","ONYX Insight","onyxinsight.com","https://www.linkedin.com/in/martinmclarnon","","VP","blitz"
"Dave","Gullo","Dave Gullo","Founder","ooda video","ooda.video","https://www.linkedin.com/in/pangaea","","CXO","blitz"
"Michael","Persechini","Michael Persechini","Chief Revenue Officer","Oomnitza","oomnitza.com","https://www.linkedin.com/in/mikepersechini","","CXO","blitz"
"Rohan","Doodnauth","Rohan Doodnauth","Co-Founder and Head of Technology","Opa!","opagifting.com","https://www.linkedin.com/in/rohan-doodnauth","","CXO","blitz"
"Alison","Olmstead","Alison Olmstead","Co-Founder, COO & CFO","OpalAi","opal-ai.com","https://www.linkedin.com/in/alison-olmstead-902bb769","","CXO","blitz"
"Ryan","Alimo, Ph.D.","Ryan Alimo, Ph.D.","CEO/Co-founder","OpalAi","opal-ai.com","https://www.linkedin.com/in/ryanalimo","","CXO","blitz"
"Jean","Bélanger","Jean Bélanger","Co-Founder, CEO & CTO","OPAL-RT TECHNOLOGIES","opal-rt.com","https://www.linkedin.com/in/jean-b%c3%a9langer-20461b72","","CXO","blitz"
"Kenneth","Schlenker","Kenneth Schlenker","CEO and Co-founder","Opal","opal.so","https://www.linkedin.com/in/kennethschlenker","","CXO","blitz"
"Alex","Steele","Alex Steele","Founder & CEO","Opal","opalspend.com","https://www.linkedin.com/in/opal","","CXO","blitz"
"Dinesh","Shastri, CFA","Dinesh Shastri, CFA","President & Co-Founder","OpEff Technologies","opeff.com","https://www.linkedin.com/in/dinesh-shastri-cfa-2b26452","","CXO","blitz"
"Krzysztof (Kristof)","Franek","Krzysztof (Kristof) Franek","CEO and President","Open-E Data Storage Software","open-e.com","https://www.linkedin.com/in/krzysztof-kristof-franek-5b09261","","CXO","blitz"
"George","Mason","George Mason","Co-Founder | Director","OpenSource","open-source.io","https://www.linkedin.com/in/george-mason-849a86120","","CXO","blitz"
"Harry","Ramsden","Harry Ramsden","Co-Founder and Director","OpenSource","open-source.io","https://www.linkedin.com/in/harry-ramsden-44b3b2105","","CXO","blitz"
"Mohammad","Gharbat","Mohammad Gharbat","Founder","Open (YC W24)","open.cx","https://www.linkedin.com/in/gharabat","","CXO","blitz"
"Daniel","Emmerson","Daniel Emmerson","Co-Founder + Executive Co-Chair","OpenAsset","openasset.com","https://www.linkedin.com/in/demmerson","","CXO","blitz"
"Phil","Contuzzi","Phil Contuzzi","Chief Revenue Officer (CRO)","OpenAsset","openasset.com","https://www.linkedin.com/in/contuzzi","","CXO","blitz"
"Anna","Rasmussen","Anna Rasmussen","Founder and Lead Coach","Vokser","openblend.com","https://www.linkedin.com/in/rasmussenanna","","CXO","blitz"
"Oleg","Shilovitsky","Oleg Shilovitsky","CEO / co-founder","OpenBOM","openbom.com","https://www.linkedin.com/in/olegshilovitsky","","CXO","blitz"
"Ashish","N.","Ashish N.","CEO & Co-Founder","OpenBots","openbots.ai","https://www.linkedin.com/in/ashishnangla","","CXO","blitz"
"Zia","Bhutta","Zia Bhutta","CEO & Co-Founder @ Openbots","OpenBots","openbots.ai","https://www.linkedin.com/in/ziabhutta","","CXO","blitz"
"Nicholas","Lee","Nicholas Lee","Co-Founder","OpenCall.ai (YC W24)","opencall.ai","https://www.linkedin.com/in/nicholas-lee-opencall","","CXO","blitz"
"Steven","Flower","Steven Flower","Co Founder","Open Data Services","opendataservices.coop","https://www.linkedin.com/in/stevieflow","","CXO","blitz"
"Eric","Tobias","Eric Tobias","Co-Founder & CEO","Opendate","opendate.io","https://www.linkedin.com/in/erictobias","","CXO","blitz"
"Joe","Healy","Joe Healy","Sr VP Sales","OpenDrives","opendrives.com","https://www.linkedin.com/in/healyjoe","","VP","blitz"
"Nathan","Ollier","Nathan Ollier","CEO","Open ECX","openecx.com","https://www.linkedin.com/in/nathan-ollier-7b7526b","","CXO","blitz"
"Joe","Murray","Joe Murray","Chief Revenue Officer","Open ECX","openecx.com","https://www.linkedin.com/in/joe-murray-019436","","CXO","blitz"
"Matthew","Tillman","Matthew Tillman","Co-Founder & CEO","OpenEnvoy","openenvoy.com","https://www.linkedin.com/in/mtillman","","CXO","blitz"
"Parker","Moore","Parker Moore","Co-Founder, Head of Design","OpenEnvoy","openenvoy.com","https://www.linkedin.com/in/parkermooredesign","","CXO","blitz"
"Daniel","Nadler","Daniel Nadler","Founder","OpenEvidence","openevidence.com","https://www.linkedin.com/in/danielnadler","","CXO","blitz"
"Arianna","Trujillo-John","Arianna Trujillo-John","CEO + Founder","OpenField","openfield.ai","https://www.linkedin.com/in/arianna-trujillo-john-b022166","","CXO","blitz"
"Chris","Griffiths","Chris Griffiths","CEO","OpenGenius Ltd.","opengenius.com","https://www.linkedin.com/in/chris-griffiths-5897a498","","CXO","blitz"
"Simon","Badley","Simon Badley","Group CEO","Open GI","opengi.co.uk","https://www.linkedin.com/in/simon-badley-32b61922","","CXO","blitz"
"Helen","Andrews (FCIM)","Helen Andrews (FCIM)","VP / Group Head of Marketing","Open GI","opengi.co.uk","https://www.linkedin.com/in/hnandrews","","VP","blitz"
"Eistein","Fosli","Eistein Fosli","Founder and CEO","Open iT","openit.com","https://www.linkedin.com/in/eisteinfosli","","CXO","blitz"
"David","Ngo","David Ngo","Co-Founder & Chief Product Officer","OpenLaw","openlaw.com","https://www.linkedin.com/in/davidxngo","","CXO","blitz"
"John","Phamvan 🧑🏻‍💻","John Phamvan 🧑🏻‍💻","Founder","OpenLaws PBC","openlaws.us","https://www.linkedin.com/in/johnphamvan","","CXO","blitz"
"Gabriel Bayomi","Tinoco Kalejaiye","Gabriel Bayomi Tinoco Kalejaiye","Co-Founder & CEO","Openlayer","openlayer.com","https://www.linkedin.com/in/gbayomi","","CXO","blitz"
"Rishab","Ramanathan","Rishab Ramanathan","Co-Founder & CTO","Openlayer","openlayer.com","https://www.linkedin.com/in/rishramanathan","","CXO","blitz"
"Vikas","Nair","Vikas Nair","Co-Founder","Openlayer","openlayer.com","https://www.linkedin.com/in/vikasnair","","CXO","blitz"
"Kingsley Uyi","Idehen","Kingsley Uyi Idehen","Founder, President, and CEO","OpenLink Software","openlinksw.com","https://www.linkedin.com/in/kidehen","","CXO","blitz"
"Harshit","Surana","Harshit Surana","Founder","OpenLocus","openlocus.ai","https://www.linkedin.com/in/surana","","CXO","blitz"
"Gerrit","Lydecker Jr.","Gerrit Lydecker Jr.","CEO","OpenMethods","openmethods.com","https://www.linkedin.com/in/gerritlydecker","","CXO","blitz"
"Prabhat","Sharma","Prabhat Sharma","Founder & CEO","OpenObserve","openobserve.ai","https://www.linkedin.com/in/hiprabhat","","CXO","blitz"
"Shani","Shoham","Shani Shoham","Chief Revenue Officer (CRO)","OpenObserve","openobserve.ai","https://www.linkedin.com/in/shanishoham","","CXO","blitz"
"Manny","A.","Manny A.","Founder and CEO","OpenOrigins","openorigins.com","https://www.linkedin.com/in/humannyty","","CXO","blitz"
"Sam","Parton","Sam Parton","Co-Founder & CEO","OpenPlay","openplay.net","https://www.linkedin.com/in/sam-parton-a4754a20","","CXO","blitz"
"John","McKillop","John McKillop","Chief Revenue Officer","Openprise","openprisetech.com","https://www.linkedin.com/in/johnamckillop","","CXO","blitz"
"Sandy","Lii","Sandy Lii","VP, Operations and Marketing","Openprise","openprisetech.com","https://www.linkedin.com/in/sandylii","","VP","blitz"
"Kelly L.","Stratton","Kelly L. Stratton","Founder, President","Quire","openquire.com","https://www.linkedin.com/in/kelly-l-stratton-5a64485","","CXO","blitz"
"Mehdi","Osman","Mehdi Osman","CEO","OpenReplay","openreplay.com","https://www.linkedin.com/in/mehdi-osman-5456174","","CXO","blitz"
"Alex","Atallah","Alex Atallah","CEO, Co-Founder","OpenRouter","openrouter.ai","https://www.linkedin.com/in/alexatallah","","CXO","blitz"
"Chris","Clark","Chris Clark","Co-founder & Chief Operating Officer","OpenRouter","openrouter.ai","https://www.linkedin.com/in/chriswclark","","CXO","blitz"
"Louis","Vichy","Louis Vichy","Co-Founder","OpenRouter","openrouter.ai","https://www.linkedin.com/in/louisgv","","CXO","blitz"
"Gemini","Waghmare","Gemini Waghmare","CEO","Openscreen","openscreen.com","https://www.linkedin.com/in/gemini-waghmare-6ba58","","CXO","blitz"
"Jeevan","Kalanithi","Jeevan Kalanithi","CEO","OpenSpace","openspace.ai","https://www.linkedin.com/in/jeevan","","CXO","blitz"
"Olli","Liukkaala","Olli Liukkaala","CEO, Disperse (Acquisition)","OpenSpace","openspace.ai","https://www.linkedin.com/in/olliliukkaala","","CXO","blitz"
"Weston","Dotson","Weston Dotson","Founder","OpenTrain AI","opentrain.ai","https://www.linkedin.com/in/westondotson","","CXO","blitz"
"Mark","Trudeau","Mark Trudeau","Founder & CEO","OpenVault LLC","openvault.com","https://www.linkedin.com/in/mark-trudeau-41636513","","CXO","blitz"
"Stuart","Eaton","Stuart Eaton","VP of Sales - Americas","OpenVault LLC","openvault.com","https://www.linkedin.com/in/robert-stuart-eaton-5315a7","","VP","blitz"
"Demian","Brener","Demian Brener","Founder & CEO","OpenZeppelin","openzeppelin.com","https://www.linkedin.com/in/demianbrener","","CXO","blitz"
"Vrajesh","B.","Vrajesh B.","CEO & Co-founder","Operant AI","operant.ai","https://www.linkedin.com/in/vrajeshio","","CXO","blitz"
"Dan","Arra","Dan Arra","Chief Revenue Officer","Operata","operata.com","https://www.linkedin.com/in/danarra","","CXO","blitz"
"Pat","Buchanan","Pat Buchanan","CEO & Co-Founder","OperationsHERO","operationshero.com","https://www.linkedin.com/in/tpatbuchanan","","CXO","blitz"
"Pegi","B.","Pegi B.","Co-Founder","Operative Games","operativegames.ai","https://www.linkedin.com/in/pegi-b-55a64924","","CXO","blitz"
"Peter","Iansek","Peter Iansek","CEO & Co-Founder","Operative Intelligence","operativeintelligence.com","https://www.linkedin.com/in/peteriansek","","CXO","blitz"
"David","Shi","David Shi","Co-Founder & CEO","Operator Labs","operator.io","https://www.linkedin.com/in/davidzshi","","CXO","blitz"
"Rob","Cameron","Rob Cameron","Chief Revenue Officer","Operix","operix.com","https://www.linkedin.com/in/rob-cameron-143260","","CXO","blitz"
"Lauren","Kelley","Lauren Kelley","Founder, previously CEO","OPEXEngine by Bain & Company","opexengine.com","https://www.linkedin.com/in/lauren-kelley-13972","","CXO","blitz"
"Moe","Goswami","Moe Goswami","President, CEO, and Founder","OPEXUS","opexustech.com","https://www.linkedin.com/in/moe-goswami-2705b37","","CXO","blitz"
"Paul E.","Prusakowski","Paul E. Prusakowski","CEO, Chief Product Officer, Founder","OPIE Software","opiesoftware.com","https://www.linkedin.com/in/paul-e-prusakowski-447a11","","CXO","blitz"
"Alex","Bennett","Alex Bennett","Co-Founder, VP of Business Development & Strategic Partnerships","Opiniion Inc.","opiniion.com","https://www.linkedin.com/in/alex-bennett-5ab2b482","","CXO","blitz"
"Zach","Sloan","Zach Sloan","VP of Enterprise Sales","Opiniion Inc.","opiniion.com","https://www.linkedin.com/in/zachsloan","","VP","blitz"
"Chirantan","Bhatt","Chirantan Bhatt","CEO & Founder","OpinionAds","opinionads.com","https://www.linkedin.com/in/chirantan","","CXO","blitz"
"Craig","Wilson","Craig Wilson","Co-CEO | Co-Founder","opinov8","opinov8.com","https://www.linkedin.com/in/craig-wilson-760a7213","","CXO","blitz"
"Gabe","Chrismon","Gabe Chrismon","Co-Founder","Oply","oply.app","https://www.linkedin.com/in/gabe-chrismon","","CXO","blitz"
"Lindsey","Chrismon","Lindsey Chrismon","Co-Founder / CEO","Oply","oply.app","https://www.linkedin.com/in/lindsey-danilack-chrismon","","CXO","blitz"
"Baruch","Barzel","Baruch Barzel","Chief Scientist, Principal Investigator, Co-founder","Opmed.ai","opmed.ai","https://www.linkedin.com/in/baruch-barzel-9b67381ab","","CXO","blitz"
"Mor","Brokman","Mor Brokman","Co-Founder & CEO","Opmed.ai","opmed.ai","https://www.linkedin.com/in/mor-brokman-667b8414","","CXO","blitz"
"Sivan","Pollak Yahel","Sivan Pollak Yahel","VP of Marketing","Opmed.ai","opmed.ai","https://www.linkedin.com/in/sivan-pollak-yahel","","VP","blitz"
"Arthur","Favier","Arthur Favier","Founder & CEO","Oppizi","oppizi.com","https://www.linkedin.com/in/arthur-favier","","CXO","blitz"
"Helen","Murphy","Helen Murphy","Co-Founder & CEO","Opply","opply.com","https://www.linkedin.com/in/opplyhelen","","CXO","blitz"
"Derek","Sanders","Derek Sanders","Chief Revenue Officer (CRO)","Opptly.","opptly.ai","https://www.linkedin.com/in/dsanders37","","CXO","blitz"
"Brian","Kathman","Brian Kathman","CEO and Co-Founder","OpsCanvas","opscanvas.com","https://www.linkedin.com/in/briankathman","","CXO","blitz"
"Kumar","C.","Kumar C.","Co-Founder, CEO","Opsera","opsera.io","https://www.linkedin.com/in/kumar-chivukula","","CXO","blitz"
"Christopher","Lauer","Christopher Lauer","VP of Sales","Opsera","opsera.io","https://www.linkedin.com/in/christopherlauer","","VP","blitz"
"Tom","Haye","Tom Haye","CEO","Opses Ltd","opses.co.uk","https://www.linkedin.com/in/tom-haye-0490082","","CXO","blitz"
"Paul","Mueller","Paul Mueller","Chief Revenue Officer & Board Member","Opses Ltd","opses.co.uk","https://www.linkedin.com/in/paul-mueller-6448329","","CXO","blitz"
"Sandeep","Jain","Sandeep Jain","CEO","OpsHub, Inc.","opshub.com","https://www.linkedin.com/in/sandeep-sf","","CXO","blitz"
"Arun","Nair","Arun Nair","Founder & CEO","OpsLab","opslab.com","https://www.linkedin.com/in/arun-nair-40b0906","","CXO","blitz"
"Gopal","Dommety, Ph.D.","Gopal Dommety, Ph.D.","CEO & Founder","OpsMx","opsmx.com","https://www.linkedin.com/in/dommety","","CXO","blitz"
"Lihi","Lutan","Lihi Lutan","Co-founder & CEO","Opstream","opstream.ai","https://www.linkedin.com/in/lihi-lutan","","CXO","blitz"
"Mor","Cohen-Tal","Mor Cohen-Tal","Co-Founder & CTO","Opstream","opstream.ai","https://www.linkedin.com/in/mor-cohen-tal","","CXO","blitz"
"Vlad","Stesin","Vlad Stesin","Co-founder, CEO","Optable","optable.co","https://www.linkedin.com/in/vladstesin","","CXO","blitz"
"Kristy","Schafer (Shipman)","Kristy Schafer (Shipman)","VP of Sales","Optable","optable.co","https://www.linkedin.com/in/kristyschafer","","VP","blitz"
"Patrick","Viau","Patrick Viau","Chief Revenue Officer (CRO)","Optable","optable.co","https://www.linkedin.com/in/patrickviau","","CXO","blitz"
"Dani","Katz","Dani Katz","Co-founder and Director","Optalitix","optalitix.com","https://www.linkedin.com/in/dani-katz-b80484","","CXO","blitz"
"Jonathan","Shapiro","Jonathan Shapiro","Co-founder and Director","Optalitix","optalitix.com","https://www.linkedin.com/in/jshapiro95","","CXO","blitz"
"Chris","Jackson","Chris Jackson","CEO & Co-Founder","OptAxe","optaxe.com","https://www.linkedin.com/in/chris-jackson-optaxe","","CXO","blitz"
"Ben","Zimmerman","Ben Zimmerman","Founder and CEO","Opterrix","opterrix.com","https://www.linkedin.com/in/benjaminzimmerman","","CXO","blitz"
"Andre","Williams","Andre Williams","CEO","Optevo®","optevo.com","https://www.linkedin.com/in/andre-williams-b7412215a","","CXO","blitz"
"Barak","Perelman","Barak Perelman","Co-Founder & CEO","Opti","opti.ai","https://www.linkedin.com/in/barakperelman","","CXO","blitz"
"Darren","Barker","Darren Barker","VP Sales EMEA","Optibus","optibus.com","https://www.linkedin.com/in/barkerdarren","","VP","blitz"
"Simon","Pearce","Simon Pearce","Chief Revenue Officer (CRO)","Optibus","optibus.com","https://www.linkedin.com/in/simon-pearce-9a5968","","CXO","blitz"
"Kraig","Carmickle","Kraig Carmickle","Co-Founder and VP of Strategic Partnerships","Optic Systems","opticsystems.io","https://www.linkedin.com/in/kraig-carmickle-1b662052","","CXO","blitz"
"Wesley F.","Hunt","Wesley F. Hunt","President & Co-Founder","Optic Systems","opticsystems.io","https://www.linkedin.com/in/wesley-f-hunt-b955b340","","CXO","blitz"
"Bill","Douglas","Bill Douglas","CEO | Digital Infrastructure Strategist | PPP Author & Evangelist","OpticWise, Inc.","opticwise.com","https://www.linkedin.com/in/billdouglas","","CXO","blitz"
"Mike","McGee","Mike McGee","Co-Founder /COO/CFO","OptifiNow","optifinow.com","https://www.linkedin.com/in/mike-mcgee-41178928","","CXO","blitz"
"Michael","McFadden, CFA","Michael McFadden, CFA","Founder","OptiFunder","optifunder.com","https://www.linkedin.com/in/michael-mcfadden-cfa-20a4bb35","","CXO","blitz"
"Dave","Barton","Dave Barton","Co-Founder & CEO","Optify","optifyonline.com","https://www.linkedin.com/in/dave-barton","","CXO","blitz"
"Katherine","Grass","Katherine Grass","CEO","Optii","optiisolutions.com","https://www.linkedin.com/in/katherinegrass","","CXO","blitz"
"Wendy","Zapach","Wendy Zapach","Chief Revenue Officer (CRO)","Optii","optiisolutions.com","https://www.linkedin.com/in/wendyzapach","","CXO","blitz"
"Donald","Hicks","Donald Hicks","President and CEO","Optilogic","optilogic.com","https://www.linkedin.com/in/donald-hicks-35575b","","CXO","blitz"
"Bruce","Jacquemard","Bruce Jacquemard","Chief Revenue Officer (CRO)","Optilogic","optilogic.com","https://www.linkedin.com/in/bruce-jacquemard-957422","","CXO","blitz"
"Jared","Steinshouer","Jared Steinshouer","Founder","Optimally Business Performance","optimally.com","https://www.linkedin.com/in/jared-steinshouer","","CXO","blitz"
"Russ","Lindmark","Russ Lindmark","Founder","Optimally Business Performance","optimally.com","https://www.linkedin.com/in/russ-lindmark","","CXO","blitz"
"Tom","Woolley","Tom Woolley","Chief Revenue Officer (CRO)","Optimatics","optimatics.com","https://www.linkedin.com/in/tdwoolley","","CXO","blitz"
"Maria Merce","Martin","Maria Merce Martin","CEO/Founder","OPTIME","optimeconsulting.com","https://www.linkedin.com/in/mariamercemartin","","CXO","blitz"
"AJ Sarkar,","Investor, CEO and Founder","AJ Sarkar, Investor, CEO and Founder","CEO","RiskOpsAI™","optimeyes.ai","https://www.linkedin.com/in/ajay-sarkar","","CXO","blitz"
"Varun","Kapoor","Varun Kapoor","Founder & CEO","Optimiser","optimiser.com","https://www.linkedin.com/in/varun-kapoor-90677b1a","","CXO","blitz"
"Jack","Preddey","Jack Preddey","CEO & Founder","Optimize Mind Performance","optimizemindperformance.com","https://www.linkedin.com/in/jack-preddey-omp","","CXO","blitz"
